NAME;NAME_LEN;BLURB_LEN;USD;PLEDGED;GOAL;SUCCESS_RATE;STATE;CATEGORY;SPOTLIGHT;STAFF_PICKED;CURR_TRAILING;BACKERS;START_YEAR;DAYS;;
TeacherChain;12;53;1;99;25000;0,00396;failed;Web;False;False;True;4;2016;30;;
Relay;5;121;1;320;75000;0,004266667;failed;Wearables;False;False;True;5;2016;30;;
Quicklive;9;115;0;6,7030044;78201,718;8,57E-05;failed;Apps;False;False;False;6;2016;60;;
Not This Year ... I Have a Headache: a comedy about marriage;60;135;1;31820,5;31000;1,026467742;successful;Plays;True;False;True;237;2016;44;;
Mother Nature's power supply;28;118;0;5,37836404;38416,886;0,00014;failed;Hardware;False;False;True;3;2016;29,89697917;;
The Come Up;11;135;1;0;50000;0;failed;Thrillers;False;False;True;0;2016;44,98762731;;
Dronemolds;10;131;1;1174;50000;0,02348;failed;Flight;False;False;True;10;2016;50;;
Ultra Slim Laptop with Android 5.1 running Remix OS 2.0;55;121;1;136665;75000;1,8222;successful;Hardware;True;False;True;1130;2016;45;;
AUTISMWORKS: YOUR PERSONAL AUTISM SUPPORT SYSTEM;48;132;1;1206;25000;0,04824;failed;Web;False;False;True;11;2016;30;;
Das Heated Golfbag von Pulsarvert;33;131;0;8119,522148;74340,58248;0,109220588;failed;Gadgets;False;False;False;15;2016;29,25960648;;
Surface Energy - Keeping The World Charged;42;131;1;6073;100000;0,06073;failed;Hardware;False;False;True;21;2016;30;;
TRLA Hotels - Bell Group Services Limited;41;117;0;0;28761,9146;0;failed;Software;False;False;False;0;2016;30;;
Mplayer Entertainment - An Interactive Place For Everything;59;133;1;5540;100000;0,0554;failed;Software;False;False;True;10;2016;30;;
ONEclassic: $4K DECT Wireless Speakers That Sound 200K Setup;60;107;1;61572,5;35000;1,759214286;successful;Sound;True;False;True;92;2016;60;;
PATCH: The Smart Strap For Your Analogue Watch;46;112;0;20984,86725;35394,797;0,59288;failed;Wearables;False;False;True;106;2016;31;;
World's Smallest Mp3 Player Earpiece Bible - Ohura Project;58;135;1;1108;29000;0,038206897;failed;Wearables;False;False;True;17;2016;30;;
Tittle X: The World’s First Ultra Compact IoT Golf Simulator;62;132;1;142713,5;30000;4,757116667;successful;Gadgets;True;False;True;1122;2016;36,30006944;;
SoundSense: Audio awareness of what's around you;48;135;1;8359;80000;0,1044875;failed;Gadgets;False;True;True;154;2016;30;;
Freedrum - The Drumkit That Fits in Your Pocket;47;126;1;622877;150000;4,152513333;successful;Sound;True;True;True;4054;2016;29,57012731;;
REDS.box - Get your privacy back in the cloud;45;134;0;36950,76637;54473,945;0,67832;failed;Hardware;False;False;False;209;2016;30;;
GreeNanny, smart self-watering system for indoor plants.;56;90;1;1394314;30000;46,47713333;failed;Hardware;False;False;True;54;2016;30;;
Cyklone® Probably the Best Multi-Purpose Mixer Ever!;53;135;0;1133,600278;91419,37725;0,0124;failed;Hardware;False;False;False;14;2016;30;;
Solar Transparent Windows, PV Energy, Highrise, Office, Home;60;134;1;134;90000;0,001488889;failed;Hardware;False;False;True;4;2016;30;;
Life is simple;14;106;1;0;75000;0;failed;Plays;False;False;True;0;2016;30;;
iOS 9 Games and App Developement - Creating 14 projects;55;66;1;75;35000;0,002142857;failed;Software;False;False;True;3;2016;30;;
Unlimited's Eon | World's 1st Electric Skateboard Powertrain;60;132;0;349126,3212;110662,314;3,15488;successful;Hardware;True;True;False;604;2016;37,90451389;;
AEDAN R.E.A.C.H;15;119;1;700;125000;0,0056;failed;Web;False;False;True;13;2016;60;;
Twi.Da.Mer: Real-Time Twitter Stream Data Miner;47;134;0;1,12246043;140307,5538;0,000008;failed;Software;False;False;False;1;2016;30;;
Findster Duo - The 1st GPS Pet Tracker Free of Monthly Fees!;60;135;1;251126;50000;5,02252;successful;Gadgets;True;True;True;1681;2016;45;;
"groove it ""The Foamy Club Scrubber""";35;135;1;310;49200;0,006300813;failed;Gadgets;False;False;True;5;2016;30;;
ComputerProgramming.io;22;122;1;0;50000;0;failed;Software;False;False;True;0;2016;30;;
OneCook: the Robotic Private Chef to Free Your Cooking Time;59;121;1;103206,32;100000;1,0320632;successful;Robots;True;False;True;242;2016;30;;
FlipFlic: Makes Window Blinds Smart;35;124;1;93471;50000;1,86942;successful;Gadgets;True;True;True;619;2016;45,58126157;;
Bixi: Gesture Control Any Smart Device by Simply Waving!;56;134;1;121496;25000;4,85984;successful;Gadgets;True;True;True;1215;2016;40;;
Ubivade - Vibrating navigation belt;35;134;0;5590,581946;55794,231;0,1002;failed;Wearables;False;False;False;28;2016;40;;
udoq - unify your docking;25;80;0;72820,80107;56157,691;1,29672;successful;Hardware;True;False;False;644;2016;30;;
Yambuu Mail | Take the FULL control over your information;57;94;1;27314;50000;0,54628;failed;Software;False;False;True;41;2016;35;;
VoxCube - 8x8x8 RGB LED chainable cubes;39;124;0;8267,41638;91927,48464;0,089934109;failed;Makerspaces;False;False;True;32;2016;30;;
DreamScreen - Smart LED backlighting for any HDMI TV!;53;127;1;382658;25000;15,30632;successful;Gadgets;True;False;True;2641;2016;35;;
Tales of a Dragon KNIGHT;24;135;1;1305;90000;0,0145;failed;Plays;False;False;True;6;2016;30;;
Develop a common language with dolphins;39;133;0;10,04283987;143469,141;0,00007;failed;Software;False;False;False;3;2016;30;;
More Space patio umbrella stand;31;119;0;0;41025,8552;0;failed;Hardware;False;False;True;0;2016;30;;
iBackPack 2.0 - 4G MiFI, HiTech Batteries - Smart Cables;56;132;1;76694;50000;1,53388;successful;Wearables;True;False;True;252;2016;35;;
Sightseeing Drone self guided tours;35;124;1;45;100000;0,00045;failed;Flight;False;False;True;1;2016;30;;
Prevent Backing Accidents-The Safety Walk Interlock;51;134;1;0;75000;0;failed;Gadgets;False;False;True;0;2016;28,47283565;;
HELIUM - The Smart Light. Reimagined.;37;132;1;10533;150000;0,07022;failed;Hardware;False;False;True;87;2016;45;;
So-Gnar Sounds stereo infused lifejacket and sports apparel;59;126;1;535;250000;0,00214;failed;Wearables;False;False;True;8;2016;29,06138889;;
Putting science60's classes on the internet;43;125;0;1702,795048;50411,6955;0,033777778;failed;Web;False;False;False;14;2016;41,90393519;;
Employment Gold;15;133;1;640;100000;0,0064;failed;Software;False;False;True;3;2016;30;;
Puck.js - the ground-breaking bluetooth beacon;46;133;0;153476,938;26503,5812;5,7908;successful;Hardware;True;True;False;1887;2016;30;;
The Spontaneous Pop-up Display (SPUD);37;135;1;711397;33000;21,55748485;successful;Gadgets;True;True;True;1901;2016;45;;
Driver Alert System;19;135;0;0;109685,203;0;failed;Wearables;False;False;False;0;2016;41,74024306;;
E-Comm Connection Hub;21;118;1;0;25000;0;failed;Software;False;False;True;0;2016;30;;
SALTWATER H2O RESIDENTIAL COMMERCIAL ELECTRIC GENERATOR;55;134;1;101;30000;0,003366667;failed;Hardware;False;False;True;6;2016;59,16460648;;
Mahri for iPhone - Dual Lightning+Battery+Wireless Charger;58;17;0;5564,637194;37152,071;0,14978;failed;Gadgets;False;False;True;69;2016;39,97784722;;
BLINDSAVE: protective gear that adjusts its shape to body;57;130;1;25012;30000;0,833733333;failed;Wearables;False;False;True;50;2016;64,02702546;;
Deaf West Theatre's Spring Awakening Tony Performance;53;130;1;211634,17;200000;1,05817085;successful;Musical;True;True;True;1769;2016;19,18403935;;
EXCELSIOR SCHOOL OF FINE ARTS;29;131;1;100;30000;0,003333333;failed;Musical;False;False;True;1;2016;60;;
Tempus One. A Customizable, Handheld, Environmental Monitor;59;117;1;10350;80000;0,129375;failed;Gadgets;False;False;True;83;2016;40;;
Loki - The Smart WiFi Meat Thermometer;38;98;1;56888;50000;1,13776;successful;Gadgets;True;False;True;385;2016;35;;
Hobby Paint Mixer Pro;21;41;1;125;225000;0,000555556;failed;Hardware;False;False;True;2;2016;30;;
Aftershock Theatre;18;135;1;886;30000;0,029533333;failed;Immersive;False;False;True;11;2016;50;;
A free opportunity to find a job or employee;44;135;0;0,58306495;34983,897;1,67E-05;failed;Web;False;False;True;1;2016;25;;
Unity for content creators and streamers;40;131;0;0;75754,12122;0;failed;Software;False;False;False;0;2016;30;;
QuadRKT - The future of drone racing;36;111;1;7187;50000;0,14374;failed;Flight;False;False;True;32;2016;60;;
Venue Pal;9;133;1;1;50000;0,00002;failed;Web;False;False;True;1;2016;26;;
Legacy Children's Theatre;25;128;1;30;50000;0,0006;failed;Plays;False;False;True;2;2016;30;;
STAY WARM STAY CONNECTED JACKET;31;106;1;0;50000;0;failed;Wearables;False;False;True;0;2016;30;;
Jackery Power Pro | Portable 578 Watt-Hour Battery Generator;60;135;1;94825;50000;1,8965;successful;Gadgets;True;False;True;176;2016;33,99846065;;
The 3L Project;14;76;1;1859;90000;0,020655556;failed;Software;False;False;True;17;2016;15;;
Disc Golf Bag Tags : No more hiding with the low tags.;54;129;1;13;28000;0,000464286;failed;Apps;False;False;True;6;2016;30;;
Electronic Steering Wheel System;32;53;1;0;95000;0;failed;Gadgets;False;False;True;0;2016;60;;
the RUNA app;12;104;1;10;25000;0,0004;failed;Apps;False;False;True;2;2016;30;;
Shower Pulse;12;44;0;211,1967818;44697,7316;0,004725;failed;Sound;False;False;False;3;2016;31;;
Line Minder: Makes waiting in line or traffic stress free!!;59;134;1;111;65000;0,001707692;failed;Gadgets;False;False;True;4;2016;30;;
Psychscope: A psychiatrist made mental health tool;50;133;0;149,1651298;113577,51;0,001313333;failed;Apps;False;False;True;12;2016;30;;
Snapnator: Your MacBook Snap feature is back! [MagSafe];55;131;1;378758,99;25000;15,1503596;successful;Gadgets;True;False;True;9830;2016;56;;
POE!;4;132;1;1;25000;0,00004;failed;Musical;False;False;True;1;2016;59,95548611;;
Timepiece Pulu;14;130;1;823;35000;0,023514286;failed;Gadgets;False;False;True;9;2016;37;;
Hardware VST keyboard with built in wireless in-ears;52;128;0;14,592735;36481,8375;0,0004;failed;Hardware;False;False;True;1;2016;30;;
Hygienischer Toilettensitz;26;136;0;2189,96173;67521,9444;0,032433333;failed;Gadgets;False;False;False;19;2016;40;;
iSCOUT Head-Up Display(HUD) | Making Driving Smarter & Safer;60;135;1;79286;50000;1,58572;successful;Gadgets;True;False;True;208;2016;30;;
Peri-Specs - Neck Saving Glasses (Perispecs);44;134;1;1821;75000;0,02428;failed;Wearables;False;False;True;60;2016;30;;
The Wheelchair Butler;21;123;1;77;175000;0,00044;failed;Gadgets;False;False;True;5;2016;30;;
ATXS360 - The SWISS made Turntable for 360° images.;52;136;0;3295,156317;37657,49285;0,087503338;failed;Hardware;False;False;False;8;2016;30;;
FITIBI;6;135;1;25;65000;0,000384615;failed;Web;False;False;True;1;2016;29,24689815;;
Fly on a budget;15;131;1;0;50000;0;failed;Flight;False;False;True;0;2016;30;;
Fathom One | The Affordable, Modular, HD Underwater Drone;57;127;1;197943,55;150000;1,319623667;successful;Robots;True;True;True;656;2016;30;;
Dog Darez;9;129;1;3;100000;0,00003;failed;Web;False;False;True;3;2016;30;;
COF-WI - Choose an another way to make your coffee !;52;135;0;1067,226425;49715,5167;0,021466667;failed;Gadgets;False;False;False;17;2016;38,5175;;
Portable Solar Charger;22;135;1;0;60000;0;failed;Gadgets;False;False;True;0;2016;60;;
GeoOrbital Wheel | Make your bike electric in 60 seconds;56;106;1;1261222,7;75000;16,81630267;successful;Hardware;True;True;True;1623;2016;45;;
Warmie - make your heater smart!;32;130;0;413,1054118;28490,0284;0,0145;failed;Hardware;False;False;False;5;2016;30;;
BOOMPHONES: World's Most Advanced Headphone Speaker Hybrid;58;134;1;27370;50000;0,5474;failed;Sound;False;False;True;168;2016;35;;
Eliminating Phone Numbers, Email Addresses, and Passwords;57;90;1;2;60000;3,33E-05;failed;Software;False;False;True;2;2016;30;;
Keelcrab! First underwater Drone for the care of your Hull;58;134;0;31672,72921;83944,26075;0,377306667;failed;Robots;False;False;False;33;2016;45;;
Ready To Push? - Patented Technology;36;133;1;5046;120000;0,04205;failed;Software;False;False;True;5;2016;31;;
Crime Stopper, The Anonymous Tip Hotline;40;93;1;0;35000;0;failed;Gadgets;False;False;True;0;2016;30;;
The Lightest, Most Powerful Home Audio Speakers Ever Made;57;126;1;4066;125000;0,032528;failed;Sound;False;False;True;21;2016;39,50232639;;
BrowardJobs.com;15;82;1;0;31000;0;failed;Web;False;False;True;0;2016;30;;
The connected body suit that watches over your horse 24/7;57;127;0;90283,26342;52946,471;1,70518;successful;Apps;True;True;False;285;2016;30;;
SOLARUP™ SunPro Portable Solar Power Charging System;54;131;1;3295;75000;0,043933333;failed;Gadgets;False;False;True;19;2016;60;;
Botani.st: Give your plants the best conditions to flourish;59;83;0;10595,20328;206683,484;0,051262941;failed;Hardware;False;False;True;60;2016;30;;
Montfort Watches - Time to Innovate;35;109;0;242526,3747;80079,0384;3,0285875;successful;Wearables;True;False;False;248;2016;30;;
Wimbag: The luggage tracker.;28;109;1;3690;50000;0,0738;failed;Gadgets;False;False;True;46;2016;40,37828704;;
RaidCall Español;17;126;0;1,14668774;68801,2644;1,67E-05;failed;Apps;False;False;False;1;2016;30;;
Little Star Rewards;19;84;1;10;150000;6,67E-05;failed;Software;False;False;True;1;2016;45;;
The Unusual Tale of Mary & Joseph's Baby;40;127;1;38483,64;35000;1,099532571;successful;Musical;True;False;True;312;2016;26,62256944;;
ubeRenter;9;130;1;1;35000;2,86E-05;failed;Software;False;False;True;1;2016;30;;
WATT - Web Automated Testing Tool;33;117;1;15;30000;0,0005;failed;Software;False;False;True;1;2016;30;;
VIOS Smart Hydroponic Growing System by Urban Farmers Pro;57;131;1;18901;92500;0,204335135;failed;Gadgets;False;False;True;66;2016;50;;
The Crusher: Batting Practice Reimagined-Terrorize Pitchers.;60;128;1;985;150000;0,006566667;failed;Gadgets;False;False;True;4;2016;40;;
Team SHARP Alarm;16;102;1;739;50000;0,01478;failed;Gadgets;False;False;True;7;2016;60;;
ShadowBox: A Portable App-Controlled Wireless LED Smart-lamp;60;124;1;76338;50000;1,52676;successful;Gadgets;True;False;True;65;2016;34;;
My Dictionary: Literacy, Creativity, Confidence.;48;135;0;1,3873089;138730,89;0,00001;failed;Web;False;False;False;1;2016;32,09449074;;
SK8-Booster for ANY Skateboard;30;94;0;223,7746384;35407,3795;0,00632;failed;Gadgets;False;False;True;5;2016;60;;
Dubtrack.FM: Share and discover music, together;47;132;1;1;40000;0,000025;failed;Web;False;False;True;1;2016;30;;
"Winston Wilson's ""Super Loser!""";31;130;1;0;30000;0;failed;Plays;False;False;True;0;2016;45;;
Wodout;6;76;0;12,32078848;61603,9424;0,0002;failed;Web;False;False;False;2;2016;45;;
iMusicThings - The Innovative Way To Release Your Music;55;122;0;30074,1792;25788,736;1,166175;successful;Sound;True;False;True;81;2016;30;;
HighLight: Your Home is Your Canvas;35;135;1;1612;45000;0,035822222;failed;Hardware;False;False;True;8;2016;30;;
Double Up: iPhon Charger;24;53;1;60;25000;0,0024;failed;Gadgets;False;False;True;9;2016;60;;
Devslopes - ANYONE Can Learn to Code;36;84;1;192056,42;39500;4,862187848;successful;Apps;True;False;True;2149;2016;30;;
The Royal Weeder - a lightweight, cordless weeder/tiller;56;134;1;3172;45000;0,070488889;failed;Hardware;False;False;True;28;2016;37;;
ScorePad - The New Intelligent Electronic Sheet Music System;60;133;0;5885,805571;46014,81075;0,127911111;failed;Software;False;False;False;24;2016;33;;
The Fitness Search Engine;25;123;0;0;67042,8516;0;failed;Software;False;False;False;0;2016;40;;
Trimwiz: The Hydroponic Trimmer;31;74;0;684,3989947;42238,01327;0,01620339;failed;Gadgets;False;False;False;6;2016;35;;
High Technology Universal Remote;32;133;1;20;30000;0,000666667;failed;Gadgets;False;False;True;2;2016;30;;
BP4Success Global Student-Athlete Development Platform;54;134;1;0;50000;0;failed;Apps;False;False;True;0;2016;14;;
Portal: Turbocharged WiFi;25;129;1;791862;160000;4,9491375;successful;Hardware;True;True;True;4562;2016;60;;
ALEX, Wearable Posture Tracker and Coach;40;115;1;70706;50000;1,41412;successful;Wearables;True;False;True;893;2016;29,62324074;;
Footballinclusive: Where Football Fans Unite;44;103;0;13707,09152;60128,4123;0,227963636;failed;Web;False;False;False;206;2016;32,49732639;;
Pocket Particle AQI Sensor: Better Breathing, Better Living;59;135;1;2434;75000;0,032453333;failed;Gadgets;False;False;True;20;2016;36,24275463;;
The Watch Box -Most advanced Apple Watch Case with Powerbank;60;133;0;1447,111424;48794,7012;0,029657143;failed;Gadgets;False;False;False;14;2016;30;;
"""The Divide"" A Great New Play To Tour the USA";45;128;0;1,08620562;217241,124;0,000005;failed;Plays;False;False;False;1;2016;60;;
Linky: The Foldable Electric Longboard;38;120;0;93520,84072;112315,76;0,83266;failed;Hardware;False;False;False;122;2016;52,08253472;;
Photon - World's First Robot Which Grows With Your Child;56;126;1;52829;35000;1,5094;successful;Robots;True;True;True;322;2016;35;;
eMotion: Give Your Tablet Wheels! Video Chat That Moves You!;60;131;0;10367,19523;48145,9342;0,215328571;failed;Robots;False;False;True;48;2016;45;;
BeatBringer - The Speaker Backpack;34;96;0;12339,88323;52075,807;0,23696;failed;Sound;False;False;True;34;2016;31,4212963;;
Alerts from Smart Trip Map;26;130;1;223;30000;0,007433333;failed;Software;False;False;True;7;2016;30;;
Ecomo: The World’s First Bottle That Tests & Filters Water;60;88;1;453107;50000;9,06214;successful;Gadgets;True;False;True;1667;2016;45;;
chineseliteracy.com;19;135;1;0;60000;0;failed;Web;False;False;True;0;2016;25;;
LazerAid - Evacuation Guidance System;37;112;0;2325,310221;68146,506;0,034122222;failed;Hardware;False;False;True;23;2016;60;;
Bonjour | Smart Alarm Clock with Artificial Intelligence;56;129;1;730363;50000;14,60726;successful;Gadgets;True;True;True;5576;2016;41;;
Revolver Internet TV Remote Control for iPhone;46;73;1;28;55000;0,000509091;failed;Software;False;False;True;6;2016;30;;
Social Network for communication and business;45;88;0;0;33558,924;0;failed;Web;False;False;False;0;2016;60;;
MEEM - World's First Charger Cable with Automatic Back Up;57;132;0;74654,22657;71330,2375;1,0466;successful;Gadgets;True;False;False;533;2016;45;;
WeGrow WaterElf: Grow Clean Food, Fast!;39;95;0;4479,261483;29157,45682;0,153623188;failed;Hardware;False;False;False;75;2016;31;;
Food Safety for commercial and Residential Community;52;131;1;1;50000;0,00002;failed;Gadgets;False;False;True;1;2016;30;;
Dato DUO – the synth for two;30;135;0;86932,8412;67062,4842;1,296296167;successful;Sound;True;True;False;321;2016;30,45802083;;
Bagel: The World's Smartest Tape Measure;40;115;1;1353798;30000;45,1266;successful;Gadgets;True;True;True;10766;2016;34,88710648;;
RECOGECAN. Interceptador de heces caninas.;42;136;0;1,14490751;34347,2253;3,33E-05;failed;Gadgets;False;False;False;1;2016;60;;
WhaleGuardian Technology;24;105;0;1944,561521;31272,1882;0,062181818;failed;Software;False;False;True;53;2016;30;;
TerraFunken - The New Digital Vinyl;35;132;1;195;37500;0,0052;failed;Sound;False;False;True;22;2016;33;;
"The Accu-Jig  -  ""Accurate + Easy = Perfection""";47;135;1;1114;50000;0,02228;failed;Hardware;False;False;True;23;2016;35;;
YOUMO - Your Smart Modular Power Strip;38;67;0;197140,8837;55560,1855;3,5482402;successful;Hardware;True;True;False;1945;2016;40;;
Run Android OS On Iphone 5 Models With Our Software Platform;60;106;1;101;200000;0,000505;failed;Software;False;False;True;3;2016;60;;
Medistratus Company Start-up Fund;33;115;1;0;50000;0;failed;Software;False;False;True;0;2016;26,02091435;;
SOWATCH;7;122;1;362465;100000;3,62465;successful;Wearables;True;False;True;2875;2016;58,57849537;;
Activity Break Videos For Kids - Let's Keep Kids Moving;55;130;1;1116;35000;0,031885714;failed;Web;False;False;True;20;2016;21;;
The World's First Wearable Power Meter for Cyclists!;52;135;0;206830,3846;112939,986;1,83133;successful;Wearables;True;True;False;292;2016;30;;
GamR Date;9;127;1;0;30000;0;failed;Web;False;False;True;0;2016;30;;
Krimston TWO - Dual SIM case for iPhone;39;34;1;105745;100000;1,05745;successful;Hardware;True;False;True;404;2016;30;;
mooring availability on-line;28;104;0;1,04376507;99157,68165;1,05E-05;failed;Web;False;False;False;1;2016;30,09135417;;
Lily Lacquers Ceramic Amplifier;31;106;0;602,0228815;52624,37775;0,01144;failed;Sound;False;False;True;8;2016;30;;
"CLEX - ""4 in 1"" Smart Device";28;114;1;8785;50000;0,1757;failed;Gadgets;False;False;True;40;2016;45;;
Drone Controls;14;62;1;6237;215000;0,029009302;failed;Flight;False;False;True;7;2016;35;;
Mobile FlashCards App for Exam Preparation;42;103;0;0;71484,483;0;failed;Software;False;False;True;0;2016;30;;
Weighitz: Weigh Smarter;23;75;1;96015,9;30000;3,20053;successful;Hardware;True;True;True;1737;2016;30;;
CramQuest! Simple.Creative.Data-Driven Educational Software;59;124;1;21;34499;0,000608713;failed;Software;False;False;True;3;2016;30;;
PiSec - The secure Raspberry Pi shield;38;128;0;7475,055615;38519,86845;0,194057143;failed;Hardware;False;False;False;88;2016;40;;
SUMMARIZING users/clients REQUESTS of our App/Product/Tool;58;133;0;10,2819517;25704,87925;0,0004;failed;Software;False;False;False;1;2016;30;;
PerfecTraining - the smart live guide for your training.;56;91;0;12,02054425;27319,41875;0,00044;failed;Hardware;False;False;False;2;2016;30;;
TANKY DRONE: Insanely Fast FPV Racing Quadcopter;48;125;1;121668;150000;0,81112;failed;Flight;False;True;True;183;2016;45;;
POLSTRAT - Take Back your democracy;35;119;0;5642,126997;40884,97824;0,138;failed;Web;False;False;False;146;2016;28,78119213;;
Social Media Platform for Cancer Patients;41;131;1;3348;30000;0,1116;failed;Web;False;False;True;32;2016;21;;
Proxmark Pro: Proxmark3 without a PC;36;101;1;17735;155000;0,114419355;failed;Hardware;False;False;True;44;2016;45;;
EVOLUS 3 - The most versatile and smart charging dock ever;58;135;0;72990,57649;33259,4235;2,194583333;successful;Gadgets;True;False;False;447;2016;41,48521991;;
"""from the road""- Australia";26;110;1;1866;25000;0,07464;failed;Places;False;False;True;21;2016;30;;
Got Your Back;13;133;1;0;100000;0;failed;Software;False;False;True;0;2016;30;;
Streamline Your Disaster Recovery and Continuity of Business;60;132;1;0;50000;0;failed;Software;False;False;True;0;2016;60;;
RinseKit: The Revolutionary Portable Shower;43;63;1;396299;30000;13,20996667;successful;Gadgets;True;False;True;2412;2016;30;;
The 1st Motion Tracking DIY Smart Home Security Camera;54;134;1;81510;25000;3,2604;successful;Gadgets;True;False;True;565;2016;60;;
Sence: The Evolution of Mindfulness and Productivity;52;122;1;130866;100000;1,30866;successful;Wearables;True;False;True;810;2016;30,62173611;;
AquaQube - The Most Efficient Personal Water Purification;57;135;0;35470,89324;248248,8484;0,142884422;failed;Hardware;False;False;False;30;2016;30;;
LifeFX: The premier Wearable Wellness Coach/Fitness Tracker.;60;135;1;4828;65000;0,074276923;failed;Wearables;False;False;True;62;2016;45;;
World's First Tuneable Wireless Earbuds;39;131;0;167670,0354;84280,40725;1,989430769;successful;Sound;True;False;False;1096;2016;31;;
Teachur - Bachelor's Degrees for $1000;38;84;1;34629;30000;1,1543;successful;Software;True;False;True;140;2016;30;;
Orison – Rethink the Power of Energy;38;59;1;349474;50000;6,98948;successful;Hardware;True;True;True;415;2016;46,62759259;;
KnittBar - The Internet of Things (IoT) Power Solution;54;95;0;39162,91698;77290,146;0,5067;failed;Hardware;False;False;True;223;2016;30;;
Apple Watch & iPhone Dock w/ Bluetooth Speaker & LED Light;58;125;1;17526;38900;0,450539846;failed;Gadgets;False;False;True;283;2016;32,18482639;;
The Aware - Kickstart the hearable revolution;45;133;1;150952;100000;1,50952;successful;Wearables;True;False;True;717;2016;45;;
SproutsIO: Smart Microgarden;28;131;1;116576;100000;1,16576;successful;Hardware;True;True;True;323;2016;28,38016204;;
Go2Office;9;129;1;51;25000;0,00204;failed;Software;False;False;True;2;2016;60;;
Alternative to Expensive Websites;33;119;1;50;35000;0,001428571;failed;Software;False;False;True;1;2016;60;;
KINTA - iPhone case produced by Ninja (for iPhone 7Plus);56;113;1;368;30000;0,012266667;failed;Gadgets;False;False;True;22;2016;58,84659722;;
VitalTone: The Answer for Sleep, Stress, and Tech-burnout;57;133;1;65411;50000;1,30822;successful;Sound;True;False;True;81;2016;30;;
Would you know if you have an RFID implant?  iDIFR will!;56;121;1;585;50000;0,0117;failed;Gadgets;False;False;True;7;2016;23,13402778;;
WooHoo™ - Smart Living, Simplified.;37;136;1;53964;30000;1,7988;successful;Gadgets;True;False;True;363;2016;45;;
New ilumi Smartstrip;20;135;1;64614;50000;1,29228;successful;Hardware;True;True;True;541;2016;32,67063657;;
Balluga: The World's Smartest Bed;33;134;1;137158;50000;2,74316;successful;Hardware;True;False;True;93;2016;30;;
Kids Safety Net - The Simple Solution to Online Safety;54;134;0;270,752391;177278,3513;0,001527273;failed;Web;False;False;True;5;2016;30;;
RATtrap * Security and Privacy for your smart home.;51;133;1;15141;75000;0,20188;failed;Hardware;False;False;True;61;2016;25;;
Drones Eye;10;40;0;0;60261,1112;0;failed;Flight;False;False;True;0;2016;20;;
MonoPhan Thrust Vectoring Single EDF VTOL Transforming Drone;60;131;1;1108;125000;0,008864;failed;Flight;False;False;True;5;2016;30;;
MeWatt;6;126;1;12465;50000;0,2493;failed;Hardware;False;False;True;150;2016;60;;
OpenTie;7;130;1;0;28000;0;failed;Wearables;False;False;True;0;2016;30;;
Blinkers - Reinventing Bike Lights;34;127;0;57035,66705;56112,0625;1,01646;successful;Gadgets;True;False;False;510;2016;31;;
Reading Education App(s);24;134;1;2863;60000;0,047716667;failed;Apps;False;False;True;23;2016;23;;
Felcana: The first smart cat & dog health monitor;49;132;0;33005,35081;31504,4775;1,04764;successful;Gadgets;True;True;False;250;2016;30,33128472;;
New Social Network for communication and business;49;88;0;0;34005,1233;0;failed;Web;False;False;False;0;2016;30;;
Share your TOP 10 with your friends and the world!;50;99;0;16,19627295;59386,33415;0,000272727;failed;Web;False;False;False;1;2016;60;;
Relaxing Digital Sound Resonator for Recorded Singing Bowls.;60;135;1;10560;35000;0,301714286;failed;Sound;False;False;True;22;2016;50;;
Pixabay Mobile App;18;113;0;48781,537;47602,85628;1,024760714;successful;Apps;True;False;False;1251;2016;30;;
eBumper - The world's first smart vehicle display;49;114;1;4940;74000;0,066756757;failed;Hardware;False;False;True;38;2016;37,66644676;;
Bagrak the Car Boot Organiser;29;109;0;147,603437;73801,7185;0,002;failed;Hardware;False;False;False;1;2016;30;;
I-SEN1: Environmental Monitoring Solution for IoT;49;97;0;1179,126315;26684,91937;0,044186992;failed;Hardware;False;False;False;31;2016;29,61609954;;
Quick Print Coupon Binder;25;96;1;13;50000;0,00026;failed;Hardware;False;False;True;1;2016;30;;
Open Source For Everyone;24;128;0;1,53945508;29249,64652;5,26E-05;failed;Software;False;False;True;2;2016;30;;
FAST ENGINEERING;16;133;0;22,1754074;33263,1111;0,000666667;failed;Software;False;False;False;1;2016;30;;
Tweetsense;10;134;1;191144;50000;3,82288;failed;Software;False;False;True;15;2016;30;;
Dyslexie Font: Improving Reading for Dyslexics;46;82;0;42633,19702;39173,98835;1,088303714;successful;Software;True;True;False;1131;2016;40,72017361;;
Zula -The Audiophile Amplifier. Open Source. Superb Sound.;58;126;0;7641,98534;63661,9905;0,12004;failed;Sound;False;False;False;30;2016;23,0659375;;
Guardzilla All Weather Wi-Fi Security Camera;44;135;1;29614;25000;1,18456;successful;Hardware;True;False;True;204;2016;30;;
ADAS ONE : Smarter and Safer Driving Innovation;47;53;1;22401;50000;0,44802;failed;Gadgets;False;False;True;81;2016;39,66993056;;
DR!FT - first drift racing simulation right on your desk!;57;129;0;273748,904;87719,2984;3,1207375;successful;Gadgets;True;True;False;1282;2016;59,41668981;;
HelloEar Arc: The world's most comfortable custom earphones;59;101;1;290408,34;50000;5,8081668;successful;Wearables;True;True;True;2441;2016;45;;
